customerID,Contract,InternetService,tenure,MonthlyCharges,PaymentMethod,Churn_Proba,Risque,Action_marketing
7016-BPGEU,Month-to-month,DSL,29,25.1,Credit card (automatic),0.508,Élevé,Email + offre 1 mois gratuit
6954-OOYZZ,Month-to-month,DSL,18,44.35,Bank transfer (automatic),0.507,Élevé,Email + offre 1 mois gratuit
1976-AZZPJ,Month-to-month,DSL,7,34.2,Mailed check,0.507,Élevé,Email + offre 1 mois gratuit
5780-INQIK,Month-to-month,DSL,8,49.4,Electronic check,0.507,Élevé,Email + offre 1 mois gratuit
6207-WIOLX,Month-to-month,DSL,25,58.6,Credit card (automatic),0.507,Élevé,Email + offre 1 mois gratuit
3567-PQTSO,One year,Fiber optic,53,105.25,Electronic check,0.507,Élevé,Email + offre 1 mois gratuit
5136-KCKGI,One year,Fiber optic,33,103.7,Mailed check,0.507,Élevé,Email + offre 1 mois gratuit
8455-HIRAQ,Month-to-month,DSL,8,44.45,Mailed check,0.507,Élevé,Email + offre 1 mois gratuit
5208-HFSBT,Month-to-month,DSL,2,55.05,Credit card (automatic),0.507,Élevé,Email + offre 1 mois gratuit
2267-FPIMA,Month-to-month,Fiber optic,50,94.4,Credit card (automatic),0.506,Élevé,Email + offre 1 mois gratuit
1213-NGCUN,Month-to-month,DSL,6,49.65,Bank transfer (automatic),0.506,Élevé,Email + offre 1 mois gratuit
9163-GHAYE,Month-to-month,DSL,15,48.85,Electronic check,0.506,Élevé,Email + offre 1 mois gratuit
2279-AXJJK,Month-to-month,Fiber optic,52,95.65,Credit card (automatic),0.505,Élevé,Email + offre 1 mois gratuit
2988-GBIVW,Month-to-month,Fiber optic,70,90.85,Electronic check,0.505,Élevé,Email + offre 1 mois gratuit
2692-PFYTJ,Month-to-month,No,1,25.75,Mailed check,0.505,Élevé,Email + offre 1 mois gratuit
7426-GSWPO,Month-to-month,Fiber optic,64,103.5,Bank transfer (automatic),0.505,Élevé,Email + offre 1 mois gratuit
3629-WEAAM,Month-to-month,DSL,8,64.1,Mailed check,0.504,Élevé,Email + offre 1 mois gratuit
5207-PLSTK,Month-to-month,DSL,1,48.75,Mailed check,0.504,Élevé,Email + offre 1 mois gratuit
1104-FEJAM,Month-to-month,DSL,28,64.4,Electronic check,0.504,Élevé,Email + offre 1 mois gratuit
4191-XOVOM,Month-to-month,Fiber optic,63,105.4,Electronic check,0.504,Élevé,Email + offre 1 mois gratuit
3657-COGMW,Month-to-month,Fiber optic,52,108.1,Credit card (automatic),0.503,Élevé,Email + offre 1 mois gratuit
4088-YLDSU,One year,Fiber optic,55,104.15,Electronic check,0.503,Élevé,Email + offre 1 mois gratuit
3683-QKIUE,Month-to-month,DSL,6,50.8,Bank transfer (automatic),0.503,Élevé,Email + offre 1 mois gratuit
4396-KLSEH,Month-to-month,No,4,19.85,Electronic check,0.503,Élevé,Email + offre 1 mois gratuit
7009-LGECI,Month-to-month,DSL,4,50.55,Bank transfer (automatic),0.502,Élevé,Email + offre 1 mois gratuit
9881-VCZEP,Month-to-month,DSL,25,54.1,Electronic check,0.502,Élevé,Email + offre 1 mois gratuit
7398-LXGYX,Month-to-month,Fiber optic,44,84.8,Credit card (automatic),0.502,Élevé,Email + offre 1 mois gratuit
7128-GGCNO,Month-to-month,Fiber optic,46,72.8,Bank transfer (automatic),0.502,Élevé,Email + offre 1 mois gratuit
7250-EQKIY,Month-to-month,DSL,1,50.45,Mailed check,0.502,Élevé,Email + offre 1 mois gratuit
9776-OJUZI,Month-to-month,Fiber optic,65,95.45,Bank transfer (automatic),0.502,Élevé,Email + offre 1 mois gratuit
3345-JHUEO,Month-to-month,No,4,20.2,Electronic check,0.502,Élevé,Email + offre 1 mois gratuit
5651-WYIPH,Month-to-month,DSL,18,49.85,Credit card (automatic),0.501,Élevé,Email + offre 1 mois gratuit
0228-MAUWC,Month-to-month,DSL,19,59.55,Electronic check,0.501,Élevé,Email + offre 1 mois gratuit
5274-XHAKY,Month-to-month,Fiber optic,41,94.3,Bank transfer (automatic),0.5,Élevé,Email + offre 1 mois gratuit
7595-EHCDL,Month-to-month,DSL,32,50.6,Credit card (automatic),0.5,Modéré,Campagne fidélité automatique
0691-NIKRI,One year,Fiber optic,40,105.95,Credit card (automatic),0.5,Modéré,Campagne fidélité automatique
2911-UREFD,Month-to-month,DSL,39,55.9,Electronic check,0.5,Modéré,Campagne fidélité automatique
6572-ADKRS,Month-to-month,Fiber optic,46,74.8,Credit card (automatic),0.5,Modéré,Campagne fidélité automatique
6022-KOUQO,Month-to-month,DSL,2,29.05,Bank transfer (automatic),0.5,Élevé,Email + offre 1 mois gratuit
7067-KSAZT,One year,Fiber optic,65,106.25,Electronic check,0.5,Élevé,Email + offre 1 mois gratuit
3656-TKRVZ,Month-to-month,DSL,3,55.35,Electronic check,0.499,Modéré,Campagne fidélité automatique
6968-GMKPR,Month-to-month,Fiber optic,55,81.55,Electronic check,0.499,Modéré,Campagne fidélité automatique
1958-RNRKS,Month-to-month,DSL,30,49.9,Electronic check,0.499,Modéré,Campagne fidélité automatique
1899-VXWXM,One year,Fiber optic,48,106.1,Credit card (automatic),0.499,Modéré,Campagne fidélité automatique
7285-KLOTR,One year,DSL,12,78.85,Electronic check,0.499,Modéré,Campagne fidélité automatique
8706-HRADD,Month-to-month,DSL,21,43.55,Mailed check,0.499,Modéré,Campagne fidélité automatique
7799-DSEWS,Month-to-month,DSL,18,68.35,Electronic check,0.499,Modéré,Campagne fidélité automatique
2475-MROZF,Month-to-month,Fiber optic,30,95.0,Credit card (automatic),0.498,Modéré,Campagne fidélité automatique
0668-OGMHD,Month-to-month,DSL,21,28.5,Electronic check,0.498,Modéré,Campagne fidélité automatique
2937-FTHUR,Month-to-month,DSL,18,64.8,Electronic check,0.498,Modéré,Campagne fidélité automatique
1450-SKCVI,Month-to-month,Fiber optic,56,73.85,Electronic check,0.498,Modéré,Campagne fidélité automatique
5103-MHMHY,Month-to-month,DSL,1,45.95,Mailed check,0.498,Modéré,Campagne fidélité automatique
5651-CPDND,Month-to-month,DSL,10,46.0,Mailed check,0.498,Modéré,Campagne fidélité automatique
8205-MQUGY,Month-to-month,DSL,12,49.2,Electronic check,0.497,Modéré,Campagne fidélité automatique
3701-SFMUH,Month-to-month,DSL,7,69.7,Credit card (automatic),0.497,Modéré,Campagne fidélité automatique
2778-OCLGR,Month-to-month,DSL,24,39.1,Bank transfer (automatic),0.497,Modéré,Campagne fidélité automatique
6713-OKOMC,Month-to-month,DSL,10,29.75,Mailed check,0.497,Modéré,Campagne fidélité automatique
8267-ZNYVZ,One year,Fiber optic,33,103.75,Electronic check,0.497,Modéré,Campagne fidélité automatique
6179-GJPSO,Month-to-month,Fiber optic,43,108.15,Credit card (automatic),0.497,Modéré,Campagne fidélité automatique
7356-IWLFW,Month-to-month,Fiber optic,46,80.0,Bank transfer (automatic),0.496,Modéré,Campagne fidélité automatique
6967-QIQRV,One year,Fiber optic,15,101.9,Electronic check,0.496,Modéré,Campagne fidélité automatique
8901-HJXTF,Month-to-month,DSL,12,29.2,Mailed check,0.495,Modéré,Campagne fidélité automatique
3404-JNXAX,Month-to-month,Fiber optic,51,80.75,Electronic check,0.495,Modéré,Campagne fidélité automatique
4488-KQFDT,One year,Fiber optic,61,103.95,Electronic check,0.495,Modéré,Campagne fidélité automatique
7673-LPRNY,One year,DSL,23,78.55,Electronic check,0.495,Modéré,Campagne fidélité automatique
8679-LZBMD,One year,Fiber optic,44,90.65,Bank transfer (automatic),0.495,Modéré,Campagne fidélité automatique
5325-UWTWJ,Month-to-month,Fiber optic,31,90.55,Credit card (automatic),0.494,Modéré,Campagne fidélité automatique
0899-WZRSD,Month-to-month,Fiber optic,56,105.35,Mailed check,0.494,Modéré,Campagne fidélité automatique
5201-FRKKS,Month-to-month,Fiber optic,25,74.3,Bank transfer (automatic),0.494,Modéré,Campagne fidélité automatique
4524-QCSSM,Month-to-month,DSL,26,44.65,Bank transfer (automatic),0.494,Modéré,Campagne fidélité automatique
2828-SLQPF,Month-to-month,DSL,19,45.0,Bank transfer (automatic),0.494,Modéré,Campagne fidélité automatique
6344-SFJVH,Month-to-month,DSL,20,24.9,Credit card (automatic),0.494,Modéré,Campagne fidélité automatique
7319-VENRZ,Month-to-month,DSL,7,64.3,Bank transfer (automatic),0.494,Modéré,Campagne fidélité automatique
5309-TAIKL,Month-to-month,DSL,7,62.8,Bank transfer (automatic),0.494,Modéré,Campagne fidélité automatique
0979-PHULV,Month-to-month,Fiber optic,69,99.45,Credit card (automatic),0.493,Modéré,Campagne fidélité automatique
4310-KEDTB,Month-to-month,DSL,26,29.8,Mailed check,0.493,Modéré,Campagne fidélité automatique
6559-RAKOZ,One year,Fiber optic,49,97.95,Electronic check,0.493,Modéré,Campagne fidélité automatique
0618-XWMSS,Month-to-month,Fiber optic,28,74.9,Bank transfer (automatic),0.493,Modéré,Campagne fidélité automatique
2273-QCKXA,Month-to-month,DSL,1,49.05,Mailed check,0.493,Modéré,Campagne fidélité automatique
2003-CKLOR,Month-to-month,Fiber optic,66,99.5,Electronic check,0.492,Modéré,Campagne fidélité automatique
2782-JEEBU,Month-to-month,DSL,21,36.0,Mailed check,0.492,Modéré,Campagne fidélité automatique
6818-WOBHJ,Month-to-month,Fiber optic,68,89.6,Bank transfer (automatic),0.492,Modéré,Campagne fidélité automatique
2267-WTPYD,Month-to-month,Fiber optic,57,94.0,Credit card (automatic),0.492,Modéré,Campagne fidélité automatique
3604-WLABM,Month-to-month,DSL,10,54.25,Electronic check,0.491,Modéré,Campagne fidélité automatique
9500-LTVBP,Month-to-month,Fiber optic,35,80.05,Credit card (automatic),0.491,Modéré,Campagne fidélité automatique
8755-IWJHN,Month-to-month,Fiber optic,69,95.35,Bank transfer (automatic),0.491,Modéré,Campagne fidélité automatique
5243-SAOTC,Month-to-month,Fiber optic,54,79.85,Bank transfer (automatic),0.491,Modéré,Campagne fidélité automatique
1575-KRZZE,Month-to-month,DSL,4,55.2,Electronic check,0.491,Modéré,Campagne fidélité automatique
4001-TSBTV,Month-to-month,Fiber optic,58,91.55,Electronic check,0.49,Modéré,Campagne fidélité automatique
8095-WANWK,Month-to-month,DSL,10,45.25,Mailed check,0.49,Modéré,Campagne fidélité automatique
6633-SYEUS,Month-to-month,Fiber optic,23,83.2,Bank transfer (automatic),0.49,Modéré,Campagne fidélité automatique
7396-VJUZB,Month-to-month,DSL,4,45.25,Mailed check,0.49,Modéré,Campagne fidélité automatique
8198-RKSZG,Month-to-month,DSL,14,80.45,Credit card (automatic),0.49,Modéré,Campagne fidélité automatique
6473-ULUHT,Month-to-month,DSL,16,84.9,Electronic check,0.49,Modéré,Campagne fidélité automatique
7963-GQRMY,Month-to-month,DSL,3,44.3,Mailed check,0.49,Modéré,Campagne fidélité automatique
4851-BQDNX,One year,Fiber optic,40,85.05,Electronic check,0.49,Modéré,Campagne fidélité automatique
4925-LMHOK,Month-to-month,DSL,15,58.6,Credit card (automatic),0.489,Modéré,Campagne fidélité automatique
3780-DDGSE,Month-to-month,DSL,35,76.05,Electronic check,0.489,Modéré,Campagne fidélité automatique
8190-ZTQFB,One year,DSL,41,51.35,Electronic check,0.489,Modéré,Campagne fidélité automatique
3577-AMVUX,Month-to-month,DSL,1,55.05,Mailed check,0.489,Modéré,Campagne fidélité automatique
0032-PGELS,Month-to-month,DSL,1,30.5,Bank transfer (automatic),0.488,Modéré,Campagne fidélité automatique
9564-KCLHR,Month-to-month,DSL,1,51.25,Mailed check,0.488,Modéré,Campagne fidélité automatique
4324-BZCKL,Month-to-month,DSL,10,55.55,Mailed check,0.488,Modéré,Campagne fidélité automatique
7245-JMTTQ,One year,Fiber optic,51,111.5,Electronic check,0.487,Modéré,Campagne fidélité automatique
8992-OBVDG,Month-to-month,DSL,21,61.65,Mailed check,0.487,Modéré,Campagne fidélité automatique
5186-EJEGL,Month-to-month,DSL,9,69.5,Mailed check,0.487,Modéré,Campagne fidélité automatique
9052-VKDUW,Month-to-month,Fiber optic,65,109.4,Credit card (automatic),0.487,Modéré,Campagne fidélité automatique
0237-YFUTL,Month-to-month,Fiber optic,50,109.65,Bank transfer (automatic),0.487,Modéré,Campagne fidélité automatique
1986-PHGZF,Month-to-month,DSL,18,58.4,Credit card (automatic),0.487,Modéré,Campagne fidélité automatique
2305-MRGLV,Month-to-month,Fiber optic,28,76.55,Bank transfer (automatic),0.487,Modéré,Campagne fidélité automatique
4070-OKWVH,Month-to-month,Fiber optic,52,94.6,Bank transfer (automatic),0.487,Modéré,Campagne fidélité automatique
5073-WXOYN,Month-to-month,DSL,60,50.8,Electronic check,0.487,Modéré,Campagne fidélité automatique
2108-YKQTY,Month-to-month,DSL,4,50.7,Credit card (automatic),0.486,Modéré,Campagne fidélité automatique
2208-NQBCT,Month-to-month,Fiber optic,26,81.95,Electronic check,0.486,Modéré,Campagne fidélité automatique
0575-CUQOV,One year,Fiber optic,60,97.95,Electronic check,0.486,Modéré,Campagne fidélité automatique
0406-BPDVR,One year,Fiber optic,54,101.5,Credit card (automatic),0.485,Modéré,Campagne fidélité automatique
6664-FPDAC,One year,Fiber optic,56,111.95,Electronic check,0.485,Modéré,Campagne fidélité automatique
4431-EDMIQ,Month-to-month,DSL,7,75.7,Electronic check,0.485,Modéré,Campagne fidélité automatique
4945-RVMTE,Month-to-month,DSL,28,59.55,Bank transfer (automatic),0.485,Modéré,Campagne fidélité automatique
7610-TVOPG,Month-to-month,No,15,26.35,Electronic check,0.485,Modéré,Campagne fidélité automatique
3594-KADLU,Month-to-month,DSL,3,35.1,Mailed check,0.484,Modéré,Campagne fidélité automatique
0959-WHOKV,One year,Fiber optic,42,99.0,Electronic check,0.484,Modéré,Campagne fidélité automatique
6300-BWMJX,Month-to-month,Fiber optic,59,93.35,Electronic check,0.484,Modéré,Campagne fidélité automatique
8651-ENBZX,One year,Fiber optic,60,106.0,Electronic check,0.484,Modéré,Campagne fidélité automatique
6620-JDYNW,Month-to-month,DSL,18,60.6,Mailed check,0.484,Modéré,Campagne fidélité automatique
2709-UQGNP,Month-to-month,DSL,10,51.65,Mailed check,0.484,Modéré,Campagne fidélité automatique
3445-HXXGF,Month-to-month,DSL,58,45.3,Electronic check,0.483,Modéré,Campagne fidélité automatique
1848-LBZHY,Month-to-month,DSL,7,50.3,Bank transfer (automatic),0.483,Modéré,Campagne fidélité automatique
6890-PFRQX,Month-to-month,DSL,18,69.5,Mailed check,0.483,Modéré,Campagne fidélité automatique
6917-YACBP,Month-to-month,Fiber optic,59,89.75,Electronic check,0.483,Modéré,Campagne fidélité automatique
8652-YHIYU,One year,Fiber optic,16,79.5,Credit card (automatic),0.482,Modéré,Campagne fidélité automatique
1356-MKYSK,Month-to-month,DSL,6,78.65,Credit card (automatic),0.482,Modéré,Campagne fidélité automatique
4177-JPDFU,Month-to-month,DSL,12,34.0,Mailed check,0.482,Modéré,Campagne fidélité automatique
5898-IGSLP,Month-to-month,Fiber optic,31,89.3,Electronic check,0.481,Modéré,Campagne fidélité automatique
3537-HPKQT,Month-to-month,Fiber optic,55,77.75,Credit card (automatic),0.481,Modéré,Campagne fidélité automatique
5701-ZIKJE,Month-to-month,DSL,13,50.55,Mailed check,0.481,Modéré,Campagne fidélité automatique
4003-FUSHP,Month-to-month,DSL,19,61.55,Credit card (automatic),0.481,Modéré,Campagne fidélité automatique
2898-LSJGD,One year,DSL,21,55.95,Electronic check,0.481,Modéré,Campagne fidélité automatique
4685-ERGHK,One year,Fiber optic,57,86.9,Electronic check,0.481,Modéré,Campagne fidélité automatique
2346-DJQTB,Month-to-month,DSL,35,24.15,Electronic check,0.481,Modéré,Campagne fidélité automatique
0096-FCPUF,Month-to-month,DSL,30,64.5,Mailed check,0.481,Modéré,Campagne fidélité automatique
6773-LQTVT,Month-to-month,DSL,29,35.65,Mailed check,0.481,Modéré,Campagne fidélité automatique
3069-SSVSN,One year,DSL,1,25.85,Mailed check,0.48,Modéré,Campagne fidélité automatique
6345-HOVES,Month-to-month,DSL,34,25.05,Bank transfer (automatic),0.48,Modéré,Campagne fidélité automatique
0058-EVZWM,Month-to-month,Fiber optic,55,89.8,Bank transfer (automatic),0.48,Modéré,Campagne fidélité automatique
3982-XWFZQ,Month-to-month,DSL,42,50.25,Electronic check,0.48,Modéré,Campagne fidélité automatique
5188-HGMLP,Month-to-month,Fiber optic,54,74.0,Bank transfer (automatic),0.479,Modéré,Campagne fidélité automatique
4360-QRAVE,Month-to-month,DSL,37,36.65,Electronic check,0.479,Modéré,Campagne fidélité automatique
1784-EZDKJ,One year,Fiber optic,51,106.8,Bank transfer (automatic),0.479,Modéré,Campagne fidélité automatique
4130-MZLCC,Month-to-month,DSL,5,50.55,Bank transfer (automatic),0.479,Modéré,Campagne fidélité automatique
6366-XIVKZ,Month-to-month,DSL,13,63.15,Mailed check,0.478,Modéré,Campagne fidélité automatique
7629-WIXZF,One year,DSL,7,59.1,Electronic check,0.478,Modéré,Campagne fidélité automatique
3714-JTVOV,Month-to-month,Fiber optic,42,74.15,Credit card (automatic),0.478,Modéré,Campagne fidélité automatique
6351-SCJKT,Month-to-month,DSL,3,41.35,Mailed check,0.477,Modéré,Campagne fidélité automatique
7921-LMDFQ,One year,Fiber optic,51,94.0,Bank transfer (automatic),0.477,Modéré,Campagne fidélité automatique
2826-UWHIS,Month-to-month,Fiber optic,45,81.4,Bank transfer (automatic),0.477,Modéré,Campagne fidélité automatique
8547-NSBBO,Month-to-month,Fiber optic,35,96.75,Mailed check,0.477,Modéré,Campagne fidélité automatique
6353-BRMMA,Month-to-month,Fiber optic,54,104.1,Bank transfer (automatic),0.477,Modéré,Campagne fidélité automatique
6982-UQZLY,Month-to-month,No,1,20.85,Mailed check,0.477,Modéré,Campagne fidélité automatique
1656-DRSMG,Month-to-month,Fiber optic,63,109.85,Credit card (automatic),0.477,Modéré,Campagne fidélité automatique
0880-FVFWF,Month-to-month,Fiber optic,56,86.4,Electronic check,0.476,Modéré,Campagne fidélité automatique
9614-RMGHA,Month-to-month,Fiber optic,65,91.85,Bank transfer (automatic),0.476,Modéré,Campagne fidélité automatique
2924-KHUVI,One year,Fiber optic,56,100.55,Electronic check,0.476,Modéré,Campagne fidélité automatique
9943-VSZUV,Month-to-month,Fiber optic,67,75.7,Mailed check,0.476,Modéré,Campagne fidélité automatique
8812-ZRHFP,One year,Fiber optic,30,86.45,Electronic check,0.476,Modéré,Campagne fidélité automatique
3521-MNKLV,Month-to-month,DSL,24,49.7,Mailed check,0.476,Modéré,Campagne fidélité automatique
4501-VCPFK,Month-to-month,DSL,26,35.75,Electronic check,0.476,Modéré,Campagne fidélité automatique
3709-OIJEA,One year,Fiber optic,26,85.2,Electronic check,0.476,Modéré,Campagne fidélité automatique
2043-WVTQJ,Month-to-month,DSL,1,55.7,Mailed check,0.475,Modéré,Campagne fidélité automatique
8450-JOVAH,Month-to-month,DSL,2,56.7,Mailed check,0.475,Modéré,Campagne fidélité automatique
3685-YLCMQ,One year,Fiber optic,58,104.65,Electronic check,0.475,Modéré,Campagne fidélité automatique
6397-JNZZG,Month-to-month,DSL,43,55.55,Credit card (automatic),0.475,Modéré,Campagne fidélité automatique
2886-KEFUM,One year,Fiber optic,63,107.5,Electronic check,0.475,Modéré,Campagne fidélité automatique
0100-DUVFC,One year,Fiber optic,70,104.8,Electronic check,0.475,Modéré,Campagne fidélité automatique
5828-DWPIL,Month-to-month,Fiber optic,62,89.1,Electronic check,0.475,Modéré,Campagne fidélité automatique
4827-USJHP,Month-to-month,DSL,20,51.8,Mailed check,0.475,Modéré,Campagne fidélité automatique
2533-TIBIX,Month-to-month,DSL,15,30.2,Bank transfer (automatic),0.474,Modéré,Campagne fidélité automatique
7521-AFHAB,Month-to-month,DSL,5,44.8,Mailed check,0.474,Modéré,Campagne fidélité automatique
9254-RBFON,One year,Fiber optic,17,98.6,Bank transfer (automatic),0.474,Modéré,Campagne fidélité automatique
4937-QPZPO,One year,Fiber optic,61,99.9,Electronic check,0.474,Modéré,Campagne fidélité automatique
0701-TJSEF,Month-to-month,DSL,9,68.25,Bank transfer (automatic),0.474,Modéré,Campagne fidélité automatique
9137-NOQKA,Month-to-month,No,2,19.2,Electronic check,0.474,Modéré,Campagne fidélité automatique
3424-NMNBO,One year,Fiber optic,58,108.85,Electronic check,0.473,Modéré,Campagne fidélité automatique
7054-ENNGU,Month-to-month,DSL,9,50.85,Mailed check,0.473,Modéré,Campagne fidélité automatique
3815-SLMEF,Month-to-month,DSL,3,34.25,Mailed check,0.473,Modéré,Campagne fidélité automatique
4250-FDVOU,Month-to-month,DSL,6,56.25,Electronic check,0.473,Modéré,Campagne fidélité automatique
0872-JCPIB,Month-to-month,DSL,17,65.75,Bank transfer (automatic),0.473,Modéré,Campagne fidélité automatique
4592-IWTJI,Month-to-month,DSL,3,29.7,Credit card (automatic),0.473,Modéré,Campagne fidélité automatique
9544-PYPSJ,Month-to-month,Fiber optic,62,96.1,Credit card (automatic),0.473,Modéré,Campagne fidélité automatique
7351-MHQVU,Month-to-month,DSL,6,50.95,Credit card (automatic),0.472,Modéré,Campagne fidélité automatique
7742-MYPGI,Month-to-month,DSL,6,48.8,Mailed check,0.472,Modéré,Campagne fidélité automatique
3179-GBRWV,Month-to-month,DSL,21,64.95,Bank transfer (automatic),0.472,Modéré,Campagne fidélité automatique
0799-DDIHE,Month-to-month,DSL,15,46.3,Electronic check,0.472,Modéré,Campagne fidélité automatique
6284-KMNUF,One year,Fiber optic,56,98.0,Electronic check,0.472,Modéré,Campagne fidélité automatique
1685-VAYJF,Month-to-month,DSL,11,45.2,Credit card (automatic),0.471,Modéré,Campagne fidélité automatique
4256-ZWTZI,Month-to-month,DSL,5,51.0,Mailed check,0.471,Modéré,Campagne fidélité automatique
5180-UCIIQ,Month-to-month,DSL,22,40.05,Mailed check,0.471,Modéré,Campagne fidélité automatique
3620-MWJNE,Month-to-month,DSL,2,54.45,Mailed check,0.471,Modéré,Campagne fidélité automatique
2607-FBDFF,Month-to-month,DSL,1,49.0,Credit card (automatic),0.471,Modéré,Campagne fidélité automatique
5131-PONJI,Month-to-month,Fiber optic,49,90.4,Credit card (automatic),0.471,Modéré,Campagne fidélité automatique
4415-WNGVR,One year,DSL,12,79.2,Electronic check,0.471,Modéré,Campagne fidélité automatique
0742-MOABM,Month-to-month,DSL,4,50.05,Mailed check,0.471,Modéré,Campagne fidélité automatique
2391-SOORI,Month-to-month,DSL,4,49.35,Electronic check,0.471,Modéré,Campagne fidélité automatique
8695-WDYEA,Month-to-month,DSL,1,51.25,Mailed check,0.471,Modéré,Campagne fidélité automatique
9419-IPPBE,One year,Fiber optic,51,90.15,Electronic check,0.47,Modéré,Campagne fidélité automatique
8627-ZYGSZ,One year,Fiber optic,47,78.9,Electronic check,0.47,Modéré,Campagne fidélité automatique
4338-EYCER,Month-to-month,DSL,21,54.6,Bank transfer (automatic),0.47,Modéré,Campagne fidélité automatique
4188-FRABG,Month-to-month,Fiber optic,57,103.05,Electronic check,0.469,Modéré,Campagne fidélité automatique
8050-WYBND,One year,DSL,22,49.45,Credit card (automatic),0.469,Modéré,Campagne fidélité automatique
7251-XFOIL,Month-to-month,Fiber optic,61,89.2,Mailed check,0.469,Modéré,Campagne fidélité automatique
1360-JYXKQ,One year,Fiber optic,54,99.1,Electronic check,0.469,Modéré,Campagne fidélité automatique
2731-GJRDG,One year,Fiber optic,32,109.55,Bank transfer (automatic),0.469,Modéré,Campagne fidélité automatique
4612-THJBS,One year,Fiber optic,56,104.75,Bank transfer (automatic),0.469,Modéré,Campagne fidélité automatique
0512-FLFDW,One year,Fiber optic,60,100.5,Credit card (automatic),0.468,Modéré,Campagne fidélité automatique
4291-HYEBC,One year,DSL,28,39.1,Electronic check,0.468,Modéré,Campagne fidélité automatique
0423-UDIJQ,Month-to-month,DSL,9,49.2,Mailed check,0.468,Modéré,Campagne fidélité automatique
2676-OXPPQ,Month-to-month,DSL,6,55.7,Bank transfer (automatic),0.468,Modéré,Campagne fidélité automatique
0471-LVHGK,One year,DSL,41,73.0,Electronic check,0.468,Modéré,Campagne fidélité automatique
1809-DMJHQ,Month-to-month,DSL,5,46.0,Mailed check,0.467,Modéré,Campagne fidélité automatique
7580-UGXNC,Month-to-month,DSL,2,54.85,Mailed check,0.466,Modéré,Campagne fidélité automatique
6647-ZEDXT,One year,Fiber optic,30,110.45,Credit card (automatic),0.466,Modéré,Campagne fidélité automatique
4393-RYCRE,One year,Fiber optic,44,106.05,Electronic check,0.465,Modéré,Campagne fidélité automatique
5445-GLVOT,Month-to-month,DSL,22,49.8,Electronic check,0.465,Modéré,Campagne fidélité automatique
2153-MREFK,One year,Fiber optic,37,99.2,Electronic check,0.465,Modéré,Campagne fidélité automatique
6439-LAJXL,Month-to-month,DSL,9,68.95,Mailed check,0.465,Modéré,Campagne fidélité automatique
1470-PSXNM,One year,Fiber optic,49,93.65,Electronic check,0.465,Modéré,Campagne fidélité automatique
4468-YDOVK,Month-to-month,DSL,5,48.65,Bank transfer (automatic),0.465,Modéré,Campagne fidélité automatique
8722-NGNBH,Month-to-month,DSL,5,40.0,Mailed check,0.464,Modéré,Campagne fidélité automatique
4646-QZXTF,Month-to-month,DSL,7,81.25,Bank transfer (automatic),0.464,Modéré,Campagne fidélité automatique
4118-CEVPF,One year,Fiber optic,35,110.8,Bank transfer (automatic),0.464,Modéré,Campagne fidélité automatique
4098-NAUKP,Month-to-month,Fiber optic,68,84.65,Electronic check,0.464,Modéré,Campagne fidélité automatique
0567-GGCAC,Month-to-month,DSL,7,61.4,Electronic check,0.464,Modéré,Campagne fidélité automatique
6898-MDLZW,Month-to-month,DSL,12,53.75,Mailed check,0.464,Modéré,Campagne fidélité automatique
6689-VRRTK,One year,Fiber optic,44,109.8,Credit card (automatic),0.464,Modéré,Campagne fidélité automatique
4647-XXZAM,Month-to-month,DSL,6,45.5,Mailed check,0.464,Modéré,Campagne fidélité automatique
3347-YJZZE,Month-to-month,DSL,29,80.1,Credit card (automatic),0.463,Modéré,Campagne fidélité automatique
2480-EJWYP,One year,Fiber optic,58,97.8,Bank transfer (automatic),0.463,Modéré,Campagne fidélité automatique
8023-QHAIO,Month-to-month,Fiber optic,56,76.85,Bank transfer (automatic),0.463,Modéré,Campagne fidélité automatique
5949-EBSQK,Month-to-month,DSL,4,61.45,Credit card (automatic),0.463,Modéré,Campagne fidélité automatique
5071-FBJFS,Month-to-month,DSL,4,50.3,Electronic check,0.463,Modéré,Campagne fidélité automatique
3842-IYKUE,Month-to-month,Fiber optic,35,85.3,Credit card (automatic),0.463,Modéré,Campagne fidélité automatique
7821-DPRQE,Month-to-month,Fiber optic,68,107.7,Electronic check,0.463,Modéré,Campagne fidélité automatique
3920-HIHMQ,Month-to-month,DSL,26,49.5,Mailed check,0.462,Modéré,Campagne fidélité automatique
2075-RMJIK,Month-to-month,DSL,5,49.4,Mailed check,0.462,Modéré,Campagne fidélité automatique
6791-YBNAK,Month-to-month,DSL,18,25.55,Credit card (automatic),0.462,Modéré,Campagne fidélité automatique
9825-YCXWZ,One year,Fiber optic,41,101.1,Bank transfer (automatic),0.461,Modéré,Campagne fidélité automatique
6281-FKEWS,One year,DSL,44,49.05,Electronic check,0.461,Modéré,Campagne fidélité automatique
6815-ABQFQ,One year,Fiber optic,56,107.25,Electronic check,0.461,Modéré,Campagne fidélité automatique
4767-HZZHQ,Month-to-month,Fiber optic,30,82.05,Bank transfer (automatic),0.461,Modéré,Campagne fidélité automatique
2834-SPCJV,Month-to-month,Fiber optic,52,84.1,Electronic check,0.461,Modéré,Campagne fidélité automatique
6680-NENYN,Two year,Fiber optic,43,104.6,Electronic check,0.461,Modéré,Campagne fidélité automatique
